age,race,filename,split
73,0,73_0_0_20170117192346540.jpg,train
2,2,2_0_2_20161219205542789.jpg,train
55,0,55_1_0_20170113001632108.jpg,train
26,1,26_0_1_20170116233450112.jpg,train
73,0,73_1_0_20170110131519640.jpg,train
28,0,28_0_0_20170117140820048.jpg,train
1,0,1_0_0_20161219200338012.jpg,train
57,0,57_0_0_20170104183717886.jpg,train
1,0,1_1_0_20170109190818115.jpg,train
65,0,65_0_0_20170111201953344.jpg,train
26,3,26_1_3_20170117174047894.jpg,train
23,3,23_0_3_20170116221643369.jpg,train
26,1,26_1_1_20170116171823756.jpg,train
34,0,34_0_0_20170117182618749.jpg,train
53,0,53_1_0_20170110160643313.jpg,train
26,2,26_0_2_20170117172618124.jpg,train
1,0,1_1_0_20170109190843285.jpg,train
56,0,56_1_0_20170110153011644.jpg,train
30,0,30_0_0_20170117130636837.jpg,train
3,0,3_0_0_20170110211507718.jpg,train
39,0,39_0_0_20170117165645001.jpg,train
67,0,67_1_0_20170110152820302.jpg,train
52,0,52_0_0_20170104212221772.jpg,train
25,0,25_0_0_20170117195250189.jpg,train
2,2,2_1_2_20161219151912228.jpg,train
1,0,1_0_0_20170110212857171.jpg,train
24,1,24_1_1_20170112204533811.jpg,train
36,1,36_1_1_20170116002211364.jpg,train
30,0,30_0_0_20170117181235740.jpg,train
30,1,30_0_1_20170113132711742.jpg,train
34,0,34_0_0_20170103182629265.jpg,train
85,0,85_1_0_20170110183801752.jpg,train
50,0,50_1_0_20170104165050048.jpg,train
25,0,25_1_0_20170117152149428.jpg,train
24,2,24_0_2_20170116172525947.jpg,train
35,2,35_0_2_20170117175222858.jpg,train
27,1,27_0_1_20170116193152719.jpg,train
60,0,60_1_0_20170110122425732.jpg,train
34,0,34_0_0_20170104173030290.jpg,train
56,0,56_0_0_20170113184725703.jpg,train
1,2,1_0_2_20161219140929864.jpg,train
36,1,36_0_1_20170113133851480.jpg,train
26,4,26_1_4_20170103224710662.jpg,train
17,1,17_1_1_20170114030034621.jpg,train
30,1,30_1_1_20170116214456649.jpg,train
8,0,8_1_0_20170109204144358.jpg,train
58,0,58_1_0_20170104185557607.jpg,train
29,1,29_0_1_20170113142448050.jpg,train
60,0,60_0_0_20170116174351033.jpg,train
26,3,26_1_3_20170119192110658.jpg,train
26,2,26_1_2_20170116180223543.jpg,train
26,0,26_0_0_20170116215521714.jpg,train
67,0,67_1_0_20170109150548754.jpg,train
1,2,1_0_2_20161219151138155.jpg,train
60,1,60_1_1_20170113011821480.jpg,train
40,0,40_0_0_20170117191037435.jpg,train
28,0,28_1_0_20170104172639340.jpg,train
50,0,50_0_0_20170117143109795.jpg,train
55,0,55_0_0_20170120221856526.jpg,train
30,0,30_0_0_20170117130637562.jpg,train
31,1,31_1_1_20170116001235141.jpg,train
22,2,22_0_2_20170104015701971.jpg,train
26,0,26_0_0_20170113133551354.jpg,train
9,0,9_0_0_20170110224747751.jpg,train
45,3,45_0_3_20170119201227781.jpg,train
20,0,20_1_0_20170103175636647.jpg,train
26,2,26_0_2_20170116182630634.jpg,train
4,0,4_1_0_20170109204913999.jpg,train
2,2,2_0_2_20161219141152081.jpg,train
14,0,14_0_0_20170110231557039.jpg,train
23,0,23_1_0_20170117144910291.jpg,train
26,1,26_1_1_20170116164338305.jpg,train
36,1,36_1_1_20170116022026435.jpg,train
3,2,3_1_2_20161220220305826.jpg,train
16,0,16_0_0_20170110232039461.jpg,train
8,0,8_0_0_20170110220011635.jpg,train
3,0,3_1_0_20170109194406804.jpg,train
9,0,9_1_0_20170117180006484.jpg,train
40,0,40_0_0_20170117151322627.jpg,train
1,0,1_0_0_20170110213222174.jpg,train
16,0,16_0_0_20170117134538670.jpg,train
36,1,36_0_1_20170117203447808.jpg,train
60,0,60_1_0_20170110131536983.jpg,train
25,0,25_1_0_20170117195324293.jpg,train
24,2,24_0_2_20161219192432539.jpg,train
27,2,27_0_2_20170119193329569.jpg,train
40,0,40_0_0_20170104184142437.jpg,train
8,0,8_1_0_20170109203429413.jpg,train
8,0,8_1_0_20170109202428799.jpg,train
33,0,33_1_0_20170105000625650.jpg,train
18,0,18_1_0_20170105183423287.jpg,train
29,0,29_1_0_20170117130620465.jpg,train
73,0,73_0_0_20170105181016710.jpg,train
25,3,25_0_3_20170119171838936.jpg,train
28,1,28_1_1_20170112234500344.jpg,train
1,2,1_0_2_20161219205107772.jpg,train
24,3,24_1_3_20170104231950346.jpg,train
24,1,24_1_1_20170112220135559.jpg,train
35,1,35_1_1_20170117010340078.jpg,train
60,1,60_0_1_20170117163534458.jpg,train
36,3,36_0_3_20170119183309303.jpg,train
53,0,53_0_0_20170120223131515.jpg,train
58,0,58_0_0_20170105173557845.jpg,train
32,1,32_1_1_20170113011313056.jpg,train
24,1,24_1_1_20170115235935017.jpg,train
26,1,26_1_1_20170113012034848.jpg,train
52,0,52_0_0_20170113181425181.jpg,train
32,1,32_0_1_20170113182309733.jpg,train
2,2,2_1_2_20161219195813835.jpg,train
27,3,27_0_3_20170119193159666.jpg,train
26,3,26_0_3_20170119183730738.jpg,train
14,0,14_0_0_20170110225116744.jpg,train
32,0,32_1_0_20170104235611258.jpg,train
24,1,24_1_1_20170112191521102.jpg,train
15,0,15_0_0_20170110225033368.jpg,train
26,2,26_1_2_20170104022817638.jpg,train
29,0,29_0_0_20170117122016549.jpg,train
35,0,35_1_0_20170117135254967.jpg,train
37,0,37_0_0_20170117140009463.jpg,train
65,0,65_0_0_20170117171101388.jpg,train
26,4,26_0_4_20170117153404221.jpg,train
26,2,26_1_2_20170104020230700.jpg,train
52,0,52_0_0_20170111171747350.jpg,train
53,0,53_1_0_20170110160643329.jpg,train
1,3,1_1_3_20161220143400183.jpg,train
26,3,26_0_3_20170119175440075.jpg,train
66,0,66_0_0_20170111210358051.jpg,train
24,2,24_0_2_20170116161834099.jpg,train
35,0,35_0_0_20170116003147625.jpg,train
2,2,2_1_2_20161219194346219.jpg,train
56,0,56_1_0_20170109002302955.jpg,train
35,1,35_0_1_20170119210017858.jpg,train
32,1,32_1_1_20170116164417371.jpg,train
34,1,34_1_1_20170116173527974.jpg,train
26,3,26_0_3_20170119181411076.jpg,train
60,1,60_1_1_20170120221732551.jpg,train
60,0,60_0_0_20170117162852563.jpg,train
26,1,26_1_1_20170112210429380.jpg,train
1,3,1_0_3_20161220144649151.jpg,train
27,1,27_1_1_20170117165219530.jpg,train
29,2,29_1_2_20170104170017137.jpg,train
60,0,60_1_0_20170110160643720.jpg,train
24,2,24_1_2_20170112204459483.jpg,train
36,3,36_0_3_20170119202117701.jpg,train
45,3,45_0_3_20170117183557423.jpg,train
30,1,30_0_1_20170116011020977.jpg,train
32,0,32_0_0_20170117121634502.jpg,train
45,3,45_0_3_20170119203810871.jpg,train
54,0,54_0_0_20170120134341414.jpg,train
23,0,23_1_0_20170116222839270.jpg,train
30,3,30_1_3_20170117120626251.jpg,train
29,0,29_0_0_20170117180839466.jpg,train
3,0,3_1_0_20170109192130439.jpg,train
36,1,36_0_1_20170113141724667.jpg,train
60,0,60_0_0_20170105173747117.jpg,train
29,1,29_1_1_20170116023929751.jpg,train
28,1,28_0_1_20170117180140749.jpg,train
35,1,35_1_1_20170112204427427.jpg,train
21,2,21_1_2_20170105000725292.jpg,train
3,2,3_1_2_20161219162329494.jpg,train
26,1,26_0_1_20170116225054291.jpg,train
25,2,25_1_2_20170103183748779.jpg,train
26,4,26_0_4_20170103235233157.jpg,train
60,0,60_0_0_20170117161031023.jpg,train
1,4,1_0_4_20161221195039712.jpg,train
1,2,1_1_2_20161219222154119.jpg,train
26,3,26_1_3_20170119193116961.jpg,train
25,3,25_0_3_20170119171836176.jpg,train
55,0,55_1_0_20170117143101420.jpg,train
29,1,29_0_1_20170117104603706.jpg,train
34,3,34_0_3_20170104220329854.jpg,train
50,0,50_0_0_20170117130056489.jpg,train
52,0,52_0_0_20170113183829983.jpg,train
24,2,24_0_2_20170116173456155.jpg,train
29,0,29_1_0_20170109132341425.jpg,train
42,0,42_1_0_20170112235933106.jpg,train
36,3,36_0_3_20170119191815385.jpg,train
24,4,24_1_4_20161223231327524.jpg,train
26,0,26_0_0_20170116225120267.jpg,train
15,0,15_1_0_20170109214302271.jpg,train
45,0,45_1_0_20170103163617968.jpg,train
65,0,65_1_0_20170117173004744.jpg,train
27,2,27_1_2_20170116163601765.jpg,train
36,0,36_0_0_20170117171650744.jpg,train
3,0,3_1_0_20170109192750346.jpg,train
1,0,1_0_0_20161220201355210.jpg,train
26,1,26_1_1_20170116155039588.jpg,train
30,0,30_1_0_20170117181335004.jpg,train
4,2,4_1_2_20161219141921961.jpg,train
5,2,5_1_2_20161219142215457.jpg,train
40,0,40_1_0_20170116222110661.jpg,train
50,0,50_0_0_20170111181750454.jpg,train
70,0,70_0_0_20170117175502596.jpg,train
25,3,25_0_3_20170117140649662.jpg,train
80,0,80_0_0_20170117175148148.jpg,train
34,3,34_1_3_20170119152703935.jpg,train
1,3,1_1_3_20161220145232550.jpg,train
10,0,10_0_0_20170110225502403.jpg,train
28,1,28_1_1_20170112230622262.jpg,train
40,1,40_0_1_20170116201948808.jpg,train
85,0,85_1_0_20170110182918046.jpg,train
35,3,35_1_3_20170119201541494.jpg,train
23,1,23_0_1_20170114033534348.jpg,train
26,3,26_0_3_20170119191755562.jpg,train
18,0,18_0_0_20170117140123048.jpg,train
4,0,4_1_0_20161219154932021.jpg,train
24,4,24_1_4_20170117150622299.jpg,train
21,4,21_1_4_20170103225014665.jpg,train
35,0,35_0_0_20170113184039072.jpg,train
26,4,26_0_4_20170103235333148.jpg,train
33,0,33_0_0_20170117134834453.jpg,train
26,2,26_0_2_20170116180358437.jpg,train
41,0,41_0_0_20170120133745342.jpg,train
4,0,4_1_0_20170104005345015.jpg,train
65,0,65_1_0_20170120225024135.jpg,train
72,0,72_1_0_20170110180409214.jpg,train
72,0,72_1_0_20170110175634167.jpg,train
40,1,40_0_1_20170117170545162.jpg,train
27,0,27_1_0_20170116220508113.jpg,train
58,1,58_0_1_20170113174947234.jpg,train
26,2,26_1_2_20170116180225994.jpg,train
1,4,1_0_4_20170103210958819.jpg,train
25,1,25_1_1_20170112205215428.jpg,train
16,0,16_1_0_20170109204155179.jpg,train
25,1,25_0_1_20170117195252189.jpg,train
29,1,29_1_1_20170116231359922.jpg,train
33,0,33_0_0_20170104165541073.jpg,train
25,3,25_0_3_20170117151048707.jpg,train
16,0,16_1_0_20170104013543170.jpg,train
37,0,37_0_0_20170105172649108.jpg,train
53,0,53_0_0_20170112215345416.jpg,train
26,0,26_0_0_20170113210126348.jpg,train
1,3,1_0_3_20161220221612859.jpg,train
66,0,66_1_0_20170110140426872.jpg,train
35,3,35_0_3_20170119171459001.jpg,train
25,0,25_1_0_20170116205838424.jpg,train
23,3,23_1_3_20170119164424022.jpg,train
29,1,29_1_1_20170113013111447.jpg,train
25,3,25_1_3_20170119153501863.jpg,train
55,0,55_0_0_20170117175529999.jpg,train
38,1,38_0_1_20170113174616843.jpg,train
36,1,36_0_1_20170117154315346.jpg,train
56,0,56_0_0_20170109012703197.jpg,train
40,1,40_1_1_20170116164046542.jpg,train
26,0,26_0_0_20170117172431020.jpg,train
27,0,27_0_0_20170116220751583.jpg,train
21,2,21_1_2_20170116163813584.jpg,train
54,0,54_0_0_20170111222617768.jpg,train
25,3,25_1_3_20170119171206287.jpg,train
26,3,26_1_3_20170119192503866.jpg,train
25,0,25_0_0_20170117151831828.jpg,train
37,0,37_0_0_20170104202337592.jpg,train
1,0,1_0_0_20170109193431882.jpg,train
32,0,32_0_0_20170116180259328.jpg,train
21,0,21_0_0_20170117142115098.jpg,train
29,1,29_0_1_20170117095004448.jpg,train
50,0,50_0_0_20170117184546608.jpg,train
34,1,34_0_1_20170113152756632.jpg,train
35,0,35_1_0_20170117143853082.jpg,train
26,1,26_1_1_20170116021949852.jpg,train
22,4,22_0_4_20170103210108168.jpg,train
31,0,31_1_0_20170103181436000.jpg,train
26,3,26_0_3_20170104232246706.jpg,train
25,4,25_1_4_20170103223548135.jpg,train
60,0,60_1_0_20170110141812183.jpg,train
35,3,35_1_3_20170104223412190.jpg,train
65,0,65_0_0_20170120223818389.jpg,train
30,0,30_0_0_20170107212036868.jpg,train
28,0,28_1_0_20170117122004211.jpg,train
28,0,28_1_0_20170117180714552.jpg,train
29,1,29_1_1_20170113000121657.jpg,train
35,0,35_0_0_20170117114924356.jpg,train
23,3,23_1_3_20170119164504597.jpg,train
45,0,45_0_0_20170119203802991.jpg,train
45,0,45_1_0_20170117152126596.jpg,train
11,0,11_0_0_20170110220500946.jpg,train
22,4,22_0_4_20161221200222680.jpg,train
26,3,26_1_3_20170116232358592.jpg,train
66,0,66_1_0_20170110160643970.jpg,train
12,0,12_1_0_20170109203240213.jpg,train
17,0,17_0_0_20170110231615651.jpg,train
46,0,46_0_0_20170104204638611.jpg,train
60,0,60_0_0_20170117160634375.jpg,train
34,3,34_0_3_20170119165359030.jpg,train
52,3,52_0_3_20170119205641007.jpg,train
30,2,30_1_2_20170116163322535.jpg,train
2,2,2_0_2_20161219162359990.jpg,train
27,0,27_0_0_20170116213542860.jpg,train
53,0,53_0_0_20170111201131358.jpg,train
8,0,8_1_0_20170109204830640.jpg,train
52,0,52_0_0_20170117154831559.jpg,train
26,2,26_1_2_20170116175519439.jpg,train
27,0,27_1_0_20170109132133665.jpg,train
22,2,22_1_2_20170108224643996.jpg,train
29,2,29_1_2_20170116191210967.jpg,train
32,1,32_1_1_20170117140943466.jpg,train
5,2,5_0_2_20161219194318083.jpg,train
37,0,37_0_0_20170102233603627.jpg,train
28,1,28_1_1_20170109132457432.jpg,train
36,0,36_1_0_20170104171717858.jpg,train
29,1,29_0_1_20170117095826375.jpg,train
2,2,2_1_2_20161219151225811.jpg,train
41,0,41_0_0_20170109002859574.jpg,train
31,1,31_1_1_20170112210531485.jpg,train
50,1,50_0_1_20170120221000756.jpg,train
26,3,26_0_3_20170119175254874.jpg,train
35,0,35_0_0_20170105165146660.jpg,train
23,2,23_1_2_20170116173159012.jpg,train
26,3,26_1_3_20170117174433574.jpg,train
28,2,28_1_2_20170116175301913.jpg,train
1,2,1_0_2_20161219162433846.jpg,train
75,0,75_0_0_20170111204808623.jpg,train
12,0,12_0_0_20170110215739155.jpg,train
32,0,32_0_0_20170117133741076.jpg,train
52,3,52_1_3_20170105003248564.jpg,train
1,3,1_1_3_20161219225714616.jpg,train
28,2,28_1_2_20170116165438870.jpg,train
28,3,28_0_3_20170104194548120.jpg,train
24,1,24_1_1_20170112234600841.jpg,train
8,0,8_1_0_20170109201654441.jpg,train
20,0,20_0_0_20170105161706251.jpg,train
78,0,78_0_0_20170111221831653.jpg,train
28,3,28_0_3_20170119194505019.jpg,train
25,1,25_1_1_20170112215304176.jpg,train
26,4,26_0_4_20170117153025829.jpg,train
26,3,26_1_3_20170119193145481.jpg,train
50,0,50_0_0_20170104170550929.jpg,train
24,2,24_0_2_20170104015809173.jpg,train
26,0,26_1_0_20170116173105204.jpg,train
30,0,30_0_0_20170117144027577.jpg,train
21,1,21_0_1_20170114032016183.jpg,train
35,0,35_0_0_20170116174756926.jpg,train
54,0,54_0_0_20170120223348956.jpg,train
65,0,65_1_0_20170117172124978.jpg,train
45,0,45_1_0_20170117191302524.jpg,train
26,2,26_0_2_20170116175917452.jpg,train
56,0,56_1_0_20170104212451892.jpg,train
65,0,65_1_0_20170110182826116.jpg,train
13,0,13_1_0_20170109201711197.jpg,train
40,3,40_0_3_20170119175325322.jpg,train
24,3,24_1_3_20170104222753607.jpg,train
26,1,26_0_1_20170117200108853.jpg,train
20,0,20_1_0_20170109214125992.jpg,train
21,0,21_1_0_20170117142333762.jpg,train
26,3,26_0_3_20170119180456692.jpg,train
31,0,31_0_0_20170116193252933.jpg,train
26,0,26_1_0_20170117173945869.jpg,train
35,1,35_1_1_20170113001901555.jpg,train
1,0,1_0_0_20170103210741492.jpg,train
6,0,6_1_0_20170109201829191.jpg,train
8,0,8_1_0_20170109201110396.jpg,train
15,0,15_1_0_20170109214723528.jpg,train
24,4,24_0_4_20170115205946148.jpg,train
2,2,2_1_2_20170109191828204.jpg,train
27,1,27_1_1_20170117010348353.jpg,train
27,4,27_1_4_20170117164636325.jpg,train
56,0,56_1_0_20170110173815028.jpg,train
47,0,47_0_0_20170109013222454.jpg,train
30,0,30_0_0_20170117145938915.jpg,train
1,2,1_0_2_20161219142306002.jpg,train
54,0,54_1_0_20170117171807243.jpg,train
40,2,40_1_2_20170116222648635.jpg,train
16,0,16_0_0_20170110231633585.jpg,train
45,0,45_1_0_20170104185105742.jpg,train
65,0,65_0_0_20170117172111769.jpg,train
25,0,25_0_0_20170117140811354.jpg,train
15,0,15_0_0_20170110232721987.jpg,train
22,2,22_1_2_20170116172613537.jpg,train
1,2,1_1_2_20161219155817742.jpg,train
2,2,2_1_2_20161219162736198.jpg,train
26,1,26_0_1_20170116233406148.jpg,train
26,2,26_0_2_20170104020643628.jpg,train
26,0,26_1_0_20170116184837899.jpg,train
50,0,50_0_0_20170104212142572.jpg,train
52,3,52_0_3_20170104220841902.jpg,train
55,3,55_0_3_20170119181109749.jpg,train
27,3,27_1_3_20170104231417083.jpg,train
54,0,54_0_0_20170113210127471.jpg,train
1,2,1_0_2_20161219140756601.jpg,train
24,3,24_1_3_20170119165453847.jpg,train
26,0,26_0_0_20170104201228553.jpg,train
26,3,26_1_3_20170104223139599.jpg,train
1,4,1_1_4_20170103205134402.jpg,train
20,3,20_0_3_20170119150802863.jpg,train
45,0,45_1_0_20170117181433644.jpg,train
1,4,1_1_4_20161221202153553.jpg,train
35,0,35_0_0_20170120134044902.jpg,train
9,0,9_0_0_20170110223500322.jpg,train
58,3,58_0_3_20170104220928390.jpg,train
65,0,65_0_0_20170113185234983.jpg,train
60,3,60_0_3_20170117191722050.jpg,train
24,2,24_1_2_20170119164624877.jpg,train
1,0,1_0_0_20161219200139603.jpg,train
57,0,57_1_0_20170120221057091.jpg,train
26,3,26_0_3_20170119180330108.jpg,train
26,1,26_1_1_20170116153459393.jpg,train
32,1,32_0_1_20170113001322715.jpg,train
32,1,32_0_1_20170115234806792.jpg,train
30,0,30_0_0_20170119195542220.jpg,train
1,2,1_0_2_20161219222046607.jpg,train
32,3,32_1_3_20170119163219372.jpg,train
65,0,65_0_0_20170111201922080.jpg,train
27,0,27_1_0_20170109132420616.jpg,train
1,2,1_1_2_20161219151131108.jpg,train
35,1,35_0_1_20170113174546227.jpg,train
56,0,56_1_0_20170110131719553.jpg,train
36,1,36_0_1_20170116193840027.jpg,train
26,1,26_1_1_20170116022019173.jpg,train
30,0,30_0_0_20170117144600491.jpg,train
38,3,38_1_3_20170109140706612.jpg,train
32,0,32_0_0_20170116224730121.jpg,train
26,0,26_0_0_20170113210127432.jpg,train
26,1,26_1_1_20170116171855347.jpg,train
26,3,26_1_3_20170117174259928.jpg,train
24,3,24_1_3_20170119171104872.jpg,train
45,0,45_0_0_20170117185022457.jpg,train
54,0,54_0_0_20170113210318996.jpg,train
27,3,27_1_3_20170117183509909.jpg,train
30,0,30_0_0_20170117140008320.jpg,train
54,0,54_1_0_20170103183742275.jpg,train
29,1,29_0_1_20170116025852455.jpg,train
60,0,60_1_0_20170110123158902.jpg,train
5,2,5_1_2_20161219195855851.jpg,train
13,0,13_1_0_20170109201102915.jpg,train
4,0,4_1_0_20170103181119880.jpg,train
21,3,21_1_3_20170104222111271.jpg,train
2,2,2_0_2_20161219162403159.jpg,train
35,0,35_0_0_20170117134937660.jpg,train
18,0,18_1_0_20170109214512153.jpg,train
39,0,39_1_0_20170105172637013.jpg,train
31,0,31_1_0_20170117133422225.jpg,train
16,0,16_1_0_20170109214535714.jpg,train
4,0,4_1_0_20170109201611941.jpg,train
31,1,31_1_1_20170116170826913.jpg,train
26,1,26_0_1_20170116142850729.jpg,train
53,0,53_1_0_20170110160643235.jpg,train
47,3,47_0_3_20170119202123349.jpg,train
4,0,4_1_0_20170109193813519.jpg,train
52,0,52_0_0_20170111181750506.jpg,train
9,0,9_0_0_20170110225318820.jpg,train
64,0,64_0_0_20170111171747624.jpg,train
25,3,25_1_3_20170119172052720.jpg,train
72,0,72_1_0_20170110153733573.jpg,train
1,0,1_0_0_20170109194042219.jpg,train
53,0,53_0_0_20170111195238954.jpg,train
26,3,26_0_3_20170117154514013.jpg,train
34,0,34_1_0_20170117180013755.jpg,train
3,2,3_1_2_20161219192119762.jpg,train
1,2,1_0_2_20161219222749039.jpg,train
40,3,40_0_3_20170119183357429.jpg,train
45,3,45_0_3_20170119201952141.jpg,train
42,0,42_0_0_20170117135611209.jpg,train
62,0,62_0_0_20170111222711250.jpg,train
80,0,80_1_0_20170110180523385.jpg,train
40,0,40_0_0_20170105172802421.jpg,train
27,0,27_1_0_20170104234600194.jpg,train
30,1,30_1_1_20170114031144413.jpg,train
32,1,32_0_1_20170113185204177.jpg,train
2,0,2_1_0_20170109194355210.jpg,train
1,2,1_1_2_20161219205734821.jpg,train
25,1,25_0_1_20170116205335757.jpg,train
56,0,56_0_0_20170111202409002.jpg,train
24,0,24_0_0_20170113210126343.jpg,train
34,0,34_0_0_20170117182747501.jpg,train
55,3,55_0_3_20170119204549750.jpg,train
27,2,27_0_2_20161219192534211.jpg,train
1,2,1_1_2_20161219212313989.jpg,train
26,2,26_0_2_20170116182459791.jpg,train
50,1,50_1_1_20170113002034412.jpg,train
34,0,34_0_0_20170117141513036.jpg,train
78,0,78_0_0_20170120230506347.jpg,train
24,0,24_0_0_20170104165239658.jpg,train
60,0,60_1_0_20170120220611834.jpg,train
31,0,31_0_0_20170116191337484.jpg,train
63,0,63_0_0_20170104213054221.jpg,train
58,3,58_0_3_20170119211544361.jpg,train
1,4,1_0_4_20161221201458610.jpg,train
40,0,40_0_0_20170116212308931.jpg,train
32,0,32_1_0_20170112224814924.jpg,train
26,3,26_0_3_20170119180536092.jpg,train
2,4,2_1_4_20161221200336416.jpg,train
24,1,24_1_1_20170112204601475.jpg,train
27,1,27_0_1_20170117182635809.jpg,train
14,0,14_1_0_20170103200819591.jpg,train
49,0,49_0_0_20170105172956637.jpg,train
47,0,47_0_0_20170105173138581.jpg,train
32,4,32_1_4_20170105165021555.jpg,train
29,1,29_0_1_20170117103813080.jpg,train
70,0,70_1_0_20170110181712528.jpg,train
54,1,54_1_1_20170113002054908.jpg,train
28,1,28_1_1_20170117020401850.jpg,train
28,1,28_0_1_20170113161434836.jpg,train
28,0,28_1_0_20170117204457679.jpg,train
56,0,56_0_0_20170104210115763.jpg,train
40,1,40_0_1_20170117135640172.jpg,train
26,2,26_1_2_20170116184146454.jpg,train
25,3,25_0_3_20170117151819492.jpg,train
25,0,25_1_0_20170117143830737.jpg,train
72,0,72_1_0_20170110175340308.jpg,train
1,3,1_0_3_20161219230002417.jpg,train
1,4,1_0_4_20161221200309040.jpg,train
55,0,55_1_0_20170110122955702.jpg,train
26,0,26_0_0_20170117195820069.jpg,train
55,0,55_0_0_20170111195247744.jpg,train
63,0,63_1_0_20170120224812560.jpg,train
26,2,26_1_2_20170113000516258.jpg,train
21,1,21_1_1_20170113005736069.jpg,train
35,1,35_1_1_20170112215312367.jpg,train
32,1,32_0_1_20170113141719572.jpg,train
30,0,30_1_0_20170117141413713.jpg,train
90,0,90_1_0_20170120224954568.jpg,train
30,1,30_0_1_20170113190459754.jpg,train
40,0,40_0_0_20170117154522422.jpg,train
31,1,31_1_1_20170116170844389.jpg,train
50,0,50_0_0_20170113184545256.jpg,train
3,2,3_1_2_20161219152927668.jpg,train
8,0,8_1_0_20170109202859958.jpg,train
25,2,25_1_2_20170116175242392.jpg,train
30,2,30_1_2_20170116163642750.jpg,train
26,3,26_1_3_20170119192913522.jpg,train
35,3,35_1_3_20170119201542462.jpg,train
1,0,1_0_0_20161219163425847.jpg,train
22,3,22_1_3_20170104231709097.jpg,train
21,2,21_1_2_20170116163803744.jpg,train
23,2,23_1_2_20170116173124400.jpg,train
